"","siteID","panel","X.x","xcoord","ycoord","mdcaty.x","wgt","stratum.x","EvalStatus.x","EvalReason","OBJECTID_1","OBJECTID.x","FID_bnl_Se","FID_bnl_ba","Shape_Leng","Area","Acres","Hectares","Shape_Le_1","Shape_Area","coords.x1","coords.x2","X.1","mdcaty.y","stratum.y","OBJECTID.y","F1","EvalStatus.y","EvalWater","EvalBugs","EvalSed","EvalRoot","Date_","Comments","SampleType","Sedtype","SeWater","SeBugs","SeSed","SeRoots","LabSampleNo","PlantType","X.y","Water.NT","Bugs.NT","Sed.NT","Root.NT","Water.TS","Bugs.TS","Sed.TS","Root.TS","Water.TN","Bugs.TN","Sed.TN","Root.TN","init.n","init.area","init.wgt","non.area.adj.wgt.sed","adj.area.sed","adj.wgt.sed","real.area.sed","real.wgt.sed","non.area.adj.wgt.water","adj.area.water","adj.wgt.water","non.area.adj.wgt.bugs","adj.area.bugs","adj.wgt.bugs","non.area.adj.wgt.root","adj.area.root","adj.wgt.root","real.area.root","real.wgt.root"
"168","BNLSe-176","OverSamp",176,472495.3283,5282141.731,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472495.3283,5282141.731,100,"Flooded","Unit 1",176,176,"TS","NN","NN","TS","NT","7/30/2014 0:00","","S","sed",NA,NA,4.41,NA,"176S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"169","BNLSe-177","PanelOne",177,472787.0382,5280618.451,"Flooded",43853.47108,"Unit 2","NotEval",NA,3,7,1,2,15015.92917,1227897.19,303.4200036,122.789719,24556.90762,747736.2045,472787.0382,5280618.451,128,"Flooded","Unit 2",177,177,"TS","TS","TS","TS","NT","7/12/2013 0:00","","W,S,I","sed",1.53,3.44,2.76,NA,"177WSI","",5,3,3,10,23,6,13,20,4,0,0,3,6,28,1227897,43853.4642857143,61394.85,855807,42790.35,712023.7141,35601.185705,204649.5,818598,136433,94453.6153846154,997666.3125,62969.0769230769,306974.25,372090,93022.5,515873.2859,128968.321475
"170","BNLSe-178","PanelOne",178,472967.6509,5281017.629,"Flooded",43853.47108,"Unit 2","NotEval",NA,3,7,1,2,15015.92917,1227897.19,303.4200036,122.789719,24556.90762,747736.2045,472967.6509,5281017.629,129,"Flooded","Unit 2",178,178,"TS","TS","TS","TS","NT","7/10/2013 0:00","","W,S,I","sed",1.02,3.49,1.04,NA,"178WSI","",5,3,3,10,23,6,13,20,4,0,0,3,6,28,1227897,43853.4642857143,61394.85,855807,42790.35,712023.7141,35601.185705,204649.5,818598,136433,94453.6153846154,997666.3125,62969.0769230769,306974.25,372090,93022.5,515873.2859,128968.321475
"171","BNLSe-179","PanelOne",179,473439.0621,5281449.872,"Flooded",43853.47108,"Unit 2","NotEval",NA,3,7,1,2,15015.92917,1227897.19,303.4200036,122.789719,24556.90762,747736.2045,473439.0621,5281449.872,130,"Flooded","Unit 2",179,179,"TS","TS","TS","TS","NT","7/10/2013 0:00","","W,S,I","sed",0.77,1,0.98,NA,"179WSI","",5,3,3,10,23,6,13,20,4,0,0,3,6,28,1227897,43853.4642857143,61394.85,855807,42790.35,712023.7141,35601.185705,204649.5,818598,136433,94453.6153846154,997666.3125,62969.0769230769,306974.25,372090,93022.5,515873.2859,128968.321475
"172","BNLSe-180","PanelOne",180,472619.1201,5281907.627,"Intermittent",99560.18184,"Unit 2","NotEval",NA,12,22,3,2,16779.18154,199120.3637,49.20371343,19.91203637,16779.18154,199120.3637,472619.1201,5281907.627,230,"Intermittent","Unit 2",180,180,"TS","NN","NN","NT","TS","7/23/2013 0:00","Kentucky bluegrass/W. wheatgrass roots","S","roots",NA,NA,NA,2.73,"180S","western wheatgrass, kentucky bluegrass",6,1,1,3,1,0,0,0,2,0,0,0,0,2,199120,99560,0,0,0,196964.287802,0,0,0,0,0,0,0,99560,132746.666666667,66373.3333333333,2155.712198,1077.856099
"173","BNLSe-181","PanelOne",181,472532.7452,5280784.857,"Saturated",72432.49022,"Unit 2","NotEval",NA,28,38,5,2,30314.58049,869189.8826,214.7814975,86.91898826,30314.58049,869189.8826,472532.7452,5280784.857,288,"Saturated","Unit 2",181,181,"TS","NN","NN","NT","TS","7/31/2013 0:00","foxtail barley roots","S","roots",NA,NA,NA,2.02,"181S","foxtail barley",7,0,0,18,0,0,0,0,13,0,0,0,5,12,869190,72432.5,0,0,0,19341.089,0,0,0,0,0,0,0,66860.7692307692,869190,66860.7692307692,849848.911,65372.9931538462
"174","BNLSe-184","PanelOne",184,472704.9381,5281464.804,"Saturated",72432.49022,"Unit 2","NotEval",NA,28,38,5,2,30314.58049,869189.8826,214.7814975,86.91898826,30314.58049,869189.8826,472704.9381,5281464.804,289,"Saturated","Unit 2",184,184,"TS","NN","NN","NT","TS","7/31/2013 0:00","Garrison creeping foxtail roots","S","roots",NA,NA,NA,5.63,"184S","garrison",7,0,0,18,0,0,0,0,13,0,0,0,5,12,869190,72432.5,0,0,0,19341.089,0,0,0,0,0,0,0,66860.7692307692,869190,66860.7692307692,849848.911,65372.9931538462
"175","BNLSe-185","PanelOne",185,473474.3181,5281264.169,"Flooded",43853.47108,"Unit 2","NotEval",NA,3,7,1,2,15015.92917,1227897.19,303.4200036,122.789719,24556.90762,747736.2045,473474.3181,5281264.169,134,"Flooded","Unit 2",185,185,"TS","TS","TS","TS","NT","7/11/2013 0:00","","W,S,I","sed",0.67,1.77,1.63,NA,"185WSI","",5,3,3,10,23,6,13,20,4,0,0,3,6,28,1227897,43853.4642857143,61394.85,855807,42790.35,712023.7141,35601.185705,204649.5,818598,136433,94453.6153846154,997666.3125,62969.0769230769,306974.25,372090,93022.5,515873.2859,128968.321475
"176","BNLSe-188","PanelOne",188,472568.7334,5281376.547,"Saturated",72432.49022,"Unit 2","NotEval",NA,28,38,5,2,30314.58049,869189.8826,214.7814975,86.91898826,30314.58049,869189.8826,472568.7334,5281376.547,287,"Saturated","Unit 2",188,188,"TS","NN","NN","NT","TS","7/31/2013 0:00","Garrison creeping foxtail roots","S","roots",NA,NA,NA,6.03,"188S","garrison",7,0,0,18,0,0,0,0,13,0,0,0,5,12,869190,72432.5,0,0,0,19341.089,0,0,0,0,0,0,0,66860.7692307692,869190,66860.7692307692,849848.911,65372.9931538462
"177","BNLSe-190","PanelOne",190,473705.8222,5281858.839,"Flooded",43853.47108,"Unit 2","NotEval",NA,3,7,1,2,15015.92917,1227897.19,303.4200036,122.789719,24556.90762,747736.2045,473705.8222,5281858.839,136,"Flooded","Unit 2",190,190,"TS","TS","TS","TS","NT","7/11/2013 0:00","","W,S,I","sed",1.81,4.18,1.23,NA,"190WSI","",5,3,3,10,23,6,13,20,4,0,0,3,6,28,1227897,43853.4642857143,61394.85,855807,42790.35,712023.7141,35601.185705,204649.5,818598,136433,94453.6153846154,997666.3125,62969.0769230769,306974.25,372090,93022.5,515873.2859,128968.321475
"178","BNLSe-194","PanelOne",194,472638.6517,5282091.84,"Saturated",72432.49022,"Unit 2","NotEval",NA,28,38,5,2,30314.58049,869189.8826,214.7814975,86.91898826,30314.58049,869189.8826,472638.6517,5282091.84,285,"Saturated","Unit 2",194,194,"TS","NN","NN","NT","TS","7/23/2013 0:00","Garrison creeping foxtail roots","S","roots",NA,NA,NA,5.45,"194S","garrison",7,0,0,18,0,0,0,0,13,0,0,0,5,12,869190,72432.5,0,0,0,19341.089,0,0,0,0,0,0,0,66860.7692307692,869190,66860.7692307692,849848.911,65372.9931538462
"179","BNLSe-195","PanelOne",195,472530.1029,5281748.966,"Saturated",72432.49022,"Unit 2","NotEval",NA,28,38,5,2,30314.58049,869189.8826,214.7814975,86.91898826,30314.58049,869189.8826,472530.1029,5281748.966,286,"Saturated","Unit 2",195,195,"TS","NN","NN","NT","TS","7/31/2013 0:00","Garrison creeping foxtail roots","S","roots",NA,NA,NA,4.95,"195S","garrison",7,0,0,18,0,0,0,0,13,0,0,0,5,12,869190,72432.5,0,0,0,19341.089,0,0,0,0,0,0,0,66860.7692307692,869190,66860.7692307692,849848.911,65372.9931538462
"180","BNLSe-196","PanelOne",196,472979.0115,5280743.208,"Flooded",43853.47108,"Unit 2","NotEval",NA,3,7,1,2,15015.92917,1227897.19,303.4200036,122.789719,24556.90762,747736.2045,472979.0115,5280743.208,139,"Flooded","Unit 2",196,196,"TS","TS","TS","TS","NT","7/16/2013 0:00","","W,S,I","sed",0.91,4,1.17,NA,"196WSI","",5,3,3,10,23,6,13,20,4,0,0,3,6,28,1227897,43853.4642857143,61394.85,855807,42790.35,712023.7141,35601.185705,204649.5,818598,136433,94453.6153846154,997666.3125,62969.0769230769,306974.25,372090,93022.5,515873.2859,128968.321475
"181","BNLSe-199","PanelOne",199,472654.1615,5281538.035,"Saturated",72432.49022,"Unit 2","NotEval",NA,28,38,5,2,30314.58049,869189.8826,214.7814975,86.91898826,30314.58049,869189.8826,472654.1615,5281538.035,296,"Saturated","Unit 2",199,199,"TS","NN","NN","NT","TS","7/31/2013 0:00","Garrison creeping foxtail roots","S","roots",NA,NA,NA,3.98,"199S","garrison",7,0,0,18,0,0,0,0,13,0,0,0,5,12,869190,72432.5,0,0,0,19341.089,0,0,0,0,0,0,0,66860.7692307692,869190,66860.7692307692,849848.911,65372.9931538462
"182","BNLSe-200","PanelOne",200,473605.7754,5281383.327,"Flooded",43853.47108,"Unit 2","NotEval",NA,3,7,1,2,15015.92917,1227897.19,303.4200036,122.789719,24556.90762,747736.2045,473605.7754,5281383.327,141,"Flooded","Unit 2",200,200,"TS","NN","TS","TS","NT","7/11/2013 0:00","","S,I","sed",NA,3.67,1.86,NA,"200SI","",5,3,3,10,23,6,13,20,4,0,0,3,6,28,1227897,43853.4642857143,61394.85,855807,42790.35,712023.7141,35601.185705,204649.5,818598,136433,94453.6153846154,997666.3125,62969.0769230769,306974.25,372090,93022.5,515873.2859,128968.321475
"183","BNLSe-201","PanelOne",201,473434.4944,5281686.039,"Flooded",43853.47108,"Unit 2","NotEval",NA,3,7,1,2,15015.92917,1227897.19,303.4200036,122.789719,24556.90762,747736.2045,473434.4944,5281686.039,142,"Flooded","Unit 2",201,201,"TS","NN","TS","TS","NT","7/10/2013 0:00","","S,I","sed",NA,4.98,1.35,NA,"201SI","",5,3,3,10,23,6,13,20,4,0,0,3,6,28,1227897,43853.4642857143,61394.85,855807,42790.35,712023.7141,35601.185705,204649.5,818598,136433,94453.6153846154,997666.3125,62969.0769230769,306974.25,372090,93022.5,515873.2859,128968.321475
"184","BNLSe-202","PanelOne",202,473408.766,5282285.791,"Intermittent",99560.18184,"Unit 2","NotEval",NA,12,22,3,2,16779.18154,199120.3637,49.20371343,19.91203637,16779.18154,199120.3637,473408.766,5282285.791,229,"Intermittent","Unit 2",202,202,"TS","NN","NN","NT","TS","7/23/2013 0:00","Garrison creeping foxtail roots","S","roots",NA,NA,NA,0.5,"202S","garrison",6,1,1,3,1,0,0,0,2,0,0,0,0,2,199120,99560,0,0,0,196964.287802,0,0,0,0,0,0,0,99560,132746.666666667,66373.3333333333,2155.712198,1077.856099
"185","BNLSe-203","PanelOne",203,472846.7614,5281098.507,"Flooded",43853.47108,"Unit 2","NotEval",NA,3,7,1,2,15015.92917,1227897.19,303.4200036,122.789719,24556.90762,747736.2045,472846.7614,5281098.507,131,"Flooded","Unit 2",203,203,"TS","NN","TS","TS","NT","7/10/2013 0:00","","S,I","sed",NA,2.61,0.64,NA,"203SI","",5,3,3,10,23,6,13,20,4,0,0,3,6,28,1227897,43853.4642857143,61394.85,855807,42790.35,712023.7141,35601.185705,204649.5,818598,136433,94453.6153846154,997666.3125,62969.0769230769,306974.25,372090,93022.5,515873.2859,128968.321475
"186","BNLSe-204","PanelOne",204,473394.7305,5281077.819,"Flooded",43853.47108,"Unit 2","NotEval",NA,3,7,1,2,15015.92917,1227897.19,303.4200036,122.789719,24556.90762,747736.2045,473394.7305,5281077.819,132,"Flooded","Unit 2",204,204,"TS","NN","TS","TS","NT","7/11/2013 0:00","","S,I","sed",NA,1.72,1.4,NA,"204SI","",5,3,3,10,23,6,13,20,4,0,0,3,6,28,1227897,43853.4642857143,61394.85,855807,42790.35,712023.7141,35601.185705,204649.5,818598,136433,94453.6153846154,997666.3125,62969.0769230769,306974.25,372090,93022.5,515873.2859,128968.321475
"187","BNLSe-205","PanelOne",205,473716.4058,5281664.777,"Flooded",43853.47108,"Unit 2","NotEval",NA,3,7,1,2,15015.92917,1227897.19,303.4200036,122.789719,24556.90762,747736.2045,473716.4058,5281664.777,133,"Flooded","Unit 2",205,205,"TS","NN","TS","TS","NT","7/11/2013 0:00","","S,I","sed",NA,3.64,1.3,NA,"205SI","",5,3,3,10,23,6,13,20,4,0,0,3,6,28,1227897,43853.4642857143,61394.85,855807,42790.35,712023.7141,35601.185705,204649.5,818598,136433,94453.6153846154,997666.3125,62969.0769230769,306974.25,372090,93022.5,515873.2859,128968.321475
"188","BNLSe-207","PanelOne",207,472733.0521,5281348.993,"Saturated",72432.49022,"Unit 2","NotEval",NA,28,38,5,2,30314.58049,869189.8826,214.7814975,86.91898826,30314.58049,869189.8826,472733.0521,5281348.993,284,"Saturated","Unit 2",207,207,"TS","NN","NN","NT","TS","7/31/2013 0:00","Garrison creeping foxtail roots","S","roots",NA,NA,NA,3.89,"207S","garrison",7,0,0,18,0,0,0,0,13,0,0,0,5,12,869190,72432.5,0,0,0,19341.089,0,0,0,0,0,0,0,66860.7692307692,869190,66860.7692307692,849848.911,65372.9931538462
"189","BNLSe-208","PanelOne",208,472765.2366,5280667.31,"Flooded",43853.47108,"Unit 2","NotEval",NA,3,7,1,2,15015.92917,1227897.19,303.4200036,122.789719,24556.90762,747736.2045,472765.2366,5280667.31,135,"Flooded","Unit 2",208,208,"TS","NN","TS","TS","NT","7/16/2013 0:00","","S,I","sed",NA,1.78,1.55,NA,"208SI","",5,3,3,10,23,6,13,20,4,0,0,3,6,28,1227897,43853.4642857143,61394.85,855807,42790.35,712023.7141,35601.185705,204649.5,818598,136433,94453.6153846154,997666.3125,62969.0769230769,306974.25,372090,93022.5,515873.2859,128968.321475
"190","BNLSe-210","PanelOne",210,472903.5605,5282176.932,"Saturated",72432.49022,"Unit 2","NotEval",NA,28,38,5,2,30314.58049,869189.8826,214.7814975,86.91898826,30314.58049,869189.8826,472903.5605,5282176.932,291,"Saturated","Unit 2",210,210,"TS","NN","NN","NT","TS","7/23/2013 0:00","Garrison creeping foxtail roots","S","roots",NA,NA,NA,4.17,"210S","garrison",7,0,0,18,0,0,0,0,13,0,0,0,5,12,869190,72432.5,0,0,0,19341.089,0,0,0,0,0,0,0,66860.7692307692,869190,66860.7692307692,849848.911,65372.9931538462
"191","BNLSe-211","PanelOne",211,472589.4276,5281580.969,"Saturated",72432.49022,"Unit 2","NotEval",NA,28,38,5,2,30314.58049,869189.8826,214.7814975,86.91898826,30314.58049,869189.8826,472589.4276,5281580.969,293,"Saturated","Unit 2",211,211,"TS","NN","NN","NT","TS","7/31/2013 0:00","Garrison creeping foxtail roots","S","roots",NA,NA,NA,5.29,"211S","garrison",7,0,0,18,0,0,0,0,13,0,0,0,5,12,869190,72432.5,0,0,0,19341.089,0,0,0,0,0,0,0,66860.7692307692,869190,66860.7692307692,849848.911,65372.9931538462
"192","BNLSe-212","PanelOne",212,473701.9846,5281383.799,"Flooded",43853.47108,"Unit 2","NotEval",NA,3,7,1,2,15015.92917,1227897.19,303.4200036,122.789719,24556.90762,747736.2045,473701.9846,5281383.799,138,"Flooded","Unit 2",212,212,"TS","NN","TS","TS","NT","7/16/2013 0:00","","S,I","sed",NA,2.48,1.57,NA,"212SI","",5,3,3,10,23,6,13,20,4,0,0,3,6,28,1227897,43853.4642857143,61394.85,855807,42790.35,712023.7141,35601.185705,204649.5,818598,136433,94453.6153846154,997666.3125,62969.0769230769,306974.25,372090,93022.5,515873.2859,128968.321475
"193","BNLSe-214","PanelOne",214,473395.5637,5282097.653,"Flooded",43853.47108,"Unit 2","NotEval",NA,3,7,1,2,15015.92917,1227897.19,303.4200036,122.789719,24556.90762,747736.2045,473395.5637,5282097.653,148,"Flooded","Unit 2",214,214,"TS","NN","NN","NT","TS","7/23/2013 0:00","Garrison creeping foxtail roots","S","roots",NA,NA,NA,5.91,"214S","garrison",5,3,3,10,23,6,13,20,4,0,0,3,6,28,1227897,43853.4642857143,61394.85,855807,42790.35,712023.7141,35601.185705,204649.5,818598,136433,94453.6153846154,997666.3125,62969.0769230769,306974.25,372090,93022.5,515873.2859,128968.321475
"194","BNLSe-215","PanelOne",215,472198.9879,5281336.33,"Flooded",43853.47108,"Unit 2","NotEval",NA,3,7,1,2,15015.92917,1227897.19,303.4200036,122.789719,24556.90762,747736.2045,472198.9879,5281336.33,140,"Flooded","Unit 2",215,215,"TS","NN","NN","TS","NT","8/7/2013 0:00","","S","sed",NA,NA,6.34,NA,"215S","",5,3,3,10,23,6,13,20,4,0,0,3,6,28,1227897,43853.4642857143,61394.85,855807,42790.35,712023.7141,35601.185705,204649.5,818598,136433,94453.6153846154,997666.3125,62969.0769230769,306974.25,372090,93022.5,515873.2859,128968.321475
"195","BNLSe-216","PanelOne",216,473281.196,5281347.295,"Flooded",43853.47108,"Unit 2","NotEval",NA,3,7,1,2,15015.92917,1227897.19,303.4200036,122.789719,24556.90762,747736.2045,473281.196,5281347.295,150,"Flooded","Unit 2",216,216,"TS","NN","NN","TS","NT","7/16/2013 0:00","","S","sed",NA,NA,0.91,NA,"216S","",5,3,3,10,23,6,13,20,4,0,0,3,6,28,1227897,43853.4642857143,61394.85,855807,42790.35,712023.7141,35601.185705,204649.5,818598,136433,94453.6153846154,997666.3125,62969.0769230769,306974.25,372090,93022.5,515873.2859,128968.321475
"196","BNLSe-218","PanelOne",218,473797.9252,5282230.246,"Flooded",43853.47108,"Unit 2","NotEval",NA,3,7,1,2,15015.92917,1227897.19,303.4200036,122.789719,24556.90762,747736.2045,473797.9252,5282230.246,147,"Flooded","Unit 2",218,218,"TS","NN","NN","TS","NT","7/16/2013 0:00","","S","sed",NA,NA,1.11,NA,"218S","",5,3,3,10,23,6,13,20,4,0,0,3,6,28,1227897,43853.4642857143,61394.85,855807,42790.35,712023.7141,35601.185705,204649.5,818598,136433,94453.6153846154,997666.3125,62969.0769230769,306974.25,372090,93022.5,515873.2859,128968.321475
"197","BNLSe-220","OverSamp",220,472910.6853,5281199.934,"Flooded",43853.47108,"Unit 2","NotEval",NA,3,7,1,2,15015.92917,1227897.19,303.4200036,122.789719,24556.90762,747736.2045,472910.6853,5281199.934,143,"Flooded","Unit 2",220,220,"TS","NN","NN","NT","TS","7/31/2013 0:00","Cattail roots","S","roots",NA,NA,NA,8.84,"220S","cattail",5,3,3,10,23,6,13,20,4,0,0,3,6,28,1227897,43853.4642857143,61394.85,855807,42790.35,712023.7141,35601.185705,204649.5,818598,136433,94453.6153846154,997666.3125,62969.0769230769,306974.25,372090,93022.5,515873.2859,128968.321475
"198","BNLSe-221","OverSamp",221,473762.7165,5281495.272,"Flooded",43853.47108,"Unit 2","NotEval",NA,3,7,1,2,15015.92917,1227897.19,303.4200036,122.789719,24556.90762,747736.2045,473762.7165,5281495.272,144,"Flooded","Unit 2",221,221,"TS","NN","NN","TS","NT","8/15/2013 0:00","","S","sed",NA,NA,1.33,NA,"221S","",5,3,3,10,23,6,13,20,4,0,0,3,6,28,1227897,43853.4642857143,61394.85,855807,42790.35,712023.7141,35601.185705,204649.5,818598,136433,94453.6153846154,997666.3125,62969.0769230769,306974.25,372090,93022.5,515873.2859,128968.321475
"199","BNLSe-223","OverSamp",223,472500.499,5281126.273,"Flooded",43853.47108,"Unit 2","NotEval",NA,3,7,1,2,15015.92917,1227897.19,303.4200036,122.789719,24556.90762,747736.2045,472500.499,5281126.273,145,"Flooded","Unit 2",223,223,"TS","NN","NN","NT","TS","8/7/2013 0:00","Cattail roots","S","roots",NA,NA,NA,1.82,"223S","cattail",5,3,3,10,23,6,13,20,4,0,0,3,6,28,1227897,43853.4642857143,61394.85,855807,42790.35,712023.7141,35601.185705,204649.5,818598,136433,94453.6153846154,997666.3125,62969.0769230769,306974.25,372090,93022.5,515873.2859,128968.321475
"200","BNLSe-224","OverSamp",224,472825.0416,5280757.899,"Flooded",43853.47108,"Unit 2","NotEval",NA,3,7,1,2,15015.92917,1227897.19,303.4200036,122.789719,24556.90762,747736.2045,472825.0416,5280757.899,146,"Flooded","Unit 2",224,224,"TS","NN","NN","TS","NT","8/15/2013 0:00","","S","sed",NA,NA,1.48,NA,"224S","",5,3,3,10,23,6,13,20,4,0,0,3,6,28,1227897,43853.4642857143,61394.85,855807,42790.35,712023.7141,35601.185705,204649.5,818598,136433,94453.6153846154,997666.3125,62969.0769230769,306974.25,372090,93022.5,515873.2859,128968.321475
"201","BNLSe-225","OverSamp",225,473159.9509,5281613.311,"Saturated",72432.49022,"Unit 2","NotEval",NA,28,38,5,2,30314.58049,869189.8826,214.7814975,86.91898826,30314.58049,869189.8826,473159.9509,5281613.311,290,"Saturated","Unit 2",225,225,"TS","NN","NN","NT","TS","8/7/2013 0:00","Garrison creeping foxtail roots","S","roots",NA,NA,NA,2.01,"225S","garrison",7,0,0,18,0,0,0,0,13,0,0,0,5,12,869190,72432.5,0,0,0,19341.089,0,0,0,0,0,0,0,66860.7692307692,869190,66860.7692307692,849848.911,65372.9931538462
"202","BNLSe-226","OverSamp",226,472848.6914,5282213.833,"Saturated",72432.49022,"Unit 2","NotEval",NA,28,38,5,2,30314.58049,869189.8826,214.7814975,86.91898826,30314.58049,869189.8826,472848.6914,5282213.833,295,"Saturated","Unit 2",226,226,"TS","NN","NN","NT","TS","8/7/2013 0:00","Garrison creeping foxtail roots","S","roots",NA,NA,NA,5.16,"226S","garrison",7,0,0,18,0,0,0,0,13,0,0,0,5,12,869190,72432.5,0,0,0,19341.089,0,0,0,0,0,0,0,66860.7692307692,869190,66860.7692307692,849848.911,65372.9931538462
"203","BNLSe-227","OverSamp",227,472849.6124,5281829.25,"Saturated",72432.49022,"Unit 2","NotEval",NA,28,38,5,2,30314.58049,869189.8826,214.7814975,86.91898826,30314.58049,869189.8826,472849.6124,5281829.25,292,"Saturated","Unit 2",227,227,"TS","NN","NN","NT","TS","8/7/2013 0:00","Garrison creeping foxtail roots","S","roots",NA,NA,NA,6.88,"227S","garrison",7,0,0,18,0,0,0,0,13,0,0,0,5,12,869190,72432.5,0,0,0,19341.089,0,0,0,0,0,0,0,66860.7692307692,869190,66860.7692307692,849848.911,65372.9931538462
"204","BNLSe-228","OverSamp",228,473488.4006,5281141.012,"Flooded",43853.47108,"Unit 2","NotEval",NA,3,7,1,2,15015.92917,1227897.19,303.4200036,122.789719,24556.90762,747736.2045,473488.4006,5281141.012,137,"Flooded","Unit 2",228,228,"TS","NN","NN","TS","NT","8/15/2013 0:00","","S","sed",NA,NA,1.42,NA,"228S","",5,3,3,10,23,6,13,20,4,0,0,3,6,28,1227897,43853.4642857143,61394.85,855807,42790.35,712023.7141,35601.185705,204649.5,818598,136433,94453.6153846154,997666.3125,62969.0769230769,306974.25,372090,93022.5,515873.2859,128968.321475
"205","BNLSe-229","OverSamp",229,473204.453,5281605.945,"Saturated",72432.49022,"Unit 2","NotEval",NA,28,38,5,2,30314.58049,869189.8826,214.7814975,86.91898826,30314.58049,869189.8826,473204.453,5281605.945,294,"Saturated","Unit 2",229,229,"TS","NN","NN","NT","TS","8/7/2013 0:00","Garrison creeping foxtail roots","S","roots",NA,NA,NA,5.88,"229S","garrison",7,0,0,18,0,0,0,0,13,0,0,0,5,12,869190,72432.5,0,0,0,19341.089,0,0,0,0,0,0,0,66860.7692307692,869190,66860.7692307692,849848.911,65372.9931538462
"206","BNLSe-230","OverSamp",230,473066.6688,5281929.304,"Flooded",43853.47108,"Unit 2","NotEval",NA,3,7,1,2,15015.92917,1227897.19,303.4200036,122.789719,24556.90762,747736.2045,473066.6688,5281929.304,151,"Flooded","Unit 2",230,230,"TS","NN","NN","NT","TS","8/7/2013 0:00","","S","roots",NA,NA,NA,8.42,"230S","",5,3,3,10,23,6,13,20,4,0,0,3,6,28,1227897,43853.4642857143,61394.85,855807,42790.35,712023.7141,35601.185705,204649.5,818598,136433,94453.6153846154,997666.3125,62969.0769230769,306974.25,372090,93022.5,515873.2859,128968.321475
"207","BNLSe-231","OverSamp",231,472374.555,5281113.815,"Flooded",43853.47108,"Unit 2","NotEval",NA,3,7,1,2,15015.92917,1227897.19,303.4200036,122.789719,24556.90762,747736.2045,472374.555,5281113.815,149,"Flooded","Unit 2",231,231,"TS","NN","NN","TS","NT","8/7/2013 0:00","","S","sed",NA,NA,5.16,NA,"231S","",5,3,3,10,23,6,13,20,4,0,0,3,6,28,1227897,43853.4642857143,61394.85,855807,42790.35,712023.7141,35601.185705,204649.5,818598,136433,94453.6153846154,997666.3125,62969.0769230769,306974.25,372090,93022.5,515873.2859,128968.321475
"208","BNLSe-240","PanelOne",240,475418.0117,5282090.866,"Intermittent",339542.0363,"Unit 3","NotEval",NA,13,23,3,3,17440.44469,1697710.181,419.513322,169.7710181,17440.44469,1697710.181,475418.0117,5282090.866,231,"Intermittent","Unit 3",240,240,"TS","NN","NN","TS","NT","6/12/2014 0:00","","S","sed",NA,NA,0.29,NA,"240S","",9,0,0,0,8,0,0,8,0,0,0,0,0,5,1697710,339542,212213.75,1697710,212213.75,1511327.2053,188915.9006625,0,0,0,0,0,0,0,0,0,186382.7947,0
"209","BNLSe-241","PanelOne",241,474542.7802,5282117.261,"Intermittent",339542.0363,"Unit 3","NotEval",NA,13,23,3,3,17440.44469,1697710.181,419.513322,169.7710181,17440.44469,1697710.181,474542.7802,5282117.261,232,"Intermittent","Unit 3",241,241,"TS","NN","NN","TS","NT","6/12/2014 0:00","","S","sed",NA,NA,0.43,NA,"241S","",9,0,0,0,8,0,0,8,0,0,0,0,0,5,1697710,339542,212213.75,1697710,212213.75,1511327.2053,188915.9006625,0,0,0,0,0,0,0,0,0,186382.7947,0
"210","BNLSe-242","PanelOne",242,475802.4302,5279492.361,"Flooded",232784.9514,"Unit 3","NotEval",NA,4,8,1,3,28673.3623,2327849.514,575.2241422,232.7849514,15784.3571,2127699.949,475802.4302,5279492.361,159,"Flooded","Unit 3",242,242,"TS","NN","NN","TS","NT","6/12/2014 0:00","Garrison creeping foxtail present","W,S,I","sed",NA,NA,0.42,NA,"242S","garrison",8,0,0,10,11,0,0,11,5,0,0,0,5,10,2327850,232785,211622.727272727,1219350,110850,1557277.2304,141570.657309091,0,0,0,0,0,0,465570,1108500,221700,770572.7696,154114.55392
"211","BNLSe-243","PanelOne",243,475607.1472,5280165.672,"Flooded",232784.9514,"Unit 3","NotEval",NA,4,8,1,3,28673.3623,2327849.514,575.2241422,232.7849514,15784.3571,2127699.949,475607.1472,5280165.672,160,"Flooded","Unit 3",243,243,"TS","NN","NN","NT","TS","6/12/2014 0:00","Garrison creeping foxtail and cattail roots","W,S,I","roots",NA,NA,NA,1.59,"243SR","garrison, cattail",8,0,0,10,11,0,0,11,5,0,0,0,5,10,2327850,232785,211622.727272727,1219350,110850,1557277.2304,141570.657309091,0,0,0,0,0,0,465570,1108500,221700,770572.7696,154114.55392
